business_name,category,city,address,phone,source
Business_470,Gym,Hyderabad,Address 470,9853578796,Google
Business_471,Restaurant,Bangalore,Address 471,9857511666,Sulekha
Business_472,Hospital,Hyderabad,Address 472,9892490099,Sulekha
Business_473,Cafe,Delhi,Address 473,9882771783,Justdial
Business_474,Cafe,Bangalore,Address 474,9857410464,Justdial
Business_475,Gym,Bangalore,Address 475,9894606584,Google
Business_476,Restaurant,Delhi,Address 476,9851597392,Sulekha
Business_477,School,Hyderabad,Address 477,9864342245,Sulekha
Business_478,Hospital,Mumbai,Address 478,9810199536,Justdial
Business_479,School,Pune,Address 479,9816591650,Justdial
Business_480,Gym,Bangalore,Address 480,9834419217,Google
Business_481,Cafe,Bangalore,Address 481,9849651396,Google
Business_482,Gym,Bangalore,Address 482,9858156433,Justdial
Business_483,Gym,Mumbai,Address 483,9868858173,Justdial
Business_484,Hospital,Bangalore,Address 484,9879600805,Justdial
Business_485,Restaurant,Delhi,Address 485,9870726632,Google
Business_486,Restaurant,Mumbai,Address 486,9891361647,Sulekha
Business_487,School,Hyderabad,Address 487,9859412525,Google
Business_488,Hospital,Bangalore,Address 488,9895028069,Sulekha
Business_489,Gym,Hyderabad,Address 489,9870489211,Google
Business_490,Cafe,Hyderabad,Address 490,9899433705,Sulekha
Business_491,Restaurant,Delhi,Address 491,9838424026,Sulekha
Business_492,School,Mumbai,Address 492,9853846992,Justdial
Business_493,Restaurant,Pune,Address 493,9867749302,Google
Business_494,Gym,Pune,Address 494,9884483795,Google
Business_495,Cafe,Delhi,Address 495,9896750686,Justdial
Business_496,Cafe,Delhi,Address 496,9853884701,Google
Business_497,Gym,Bangalore,Address 497,9872964909,Sulekha
Business_498,Cafe,Hyderabad,Address 498,9852660883,Justdial
Business_499,Cafe,Bangalore,Address 499,9845907683,Sulekha
Business_500,Gym,Mumbai,Address 500,9862704969,Justdial
